month,mother_age,child_gender,mother_race,birth_count
2021-01,45  -  49,F,CHINESE,1
2021-01,45  -  49,M,OTHERS,1
2021-02,15  -  19,F,CHINESE,1
2021-02,15  -  19,M,CHINESE,3
2021-02,15  -  19,F,MALAYS,7
2021-02,15  -  19,M,MALAYS,4
2021-02,20  -  24,F,CHINESE,11
2021-02,20  -  24,M,CHINESE,16
2021-02,20  -  24,F,INDIANS,4
2021-02,20  -  24,M,INDIANS,4
2021-02,20  -  24,F,MALAYS,25
2021-02,20  -  24,M,MALAYS,16
2021-02,20  -  24,F,OTHERS,1
2021-02,20  -  24,M,OTHERS,2
2021-02,25  -  29,F,CHINESE,118
2021-02,25  -  29,M,CHINESE,120
2021-02,25  -  29,F,INDIANS,47
2021-02,25  -  29,M,INDIANS,27
2021-02,25  -  29,F,MALAYS,101
2021-02,25  -  29,M,MALAYS,101
2021-02,25  -  29,F,OTHERS,32
2021-02,25  -  29,M,OTHERS,38
2021-02,30  -  34,F,CHINESE,323
2021-02,30  -  34,M,CHINESE,361
2021-02,30  -  34,F,INDIANS,48
2021-02,30  -  34,M,INDIANS,63
2021-02,30  -  34,F,MALAYS,104
2021-02,30  -  34,M,MALAYS,91
2021-02,30  -  34,F,OTHERS,67
2021-02,30  -  34,M,OTHERS,66
2021-02,35  -  39,F,CHINESE,200
2021-02,35  -  39,M,CHINESE,222
2021-02,35  -  39,F,INDIANS,35
2021-02,35  -  39,M,INDIANS,31
2021-02,35  -  39,F,MALAYS,47
2021-02,35  -  39,M,MALAYS,49
2021-02,35  -  39,F,OTHERS,51
2021-02,35  -  39,M,OTHERS,71
2021-02,40  -  44,F,CHINESE,43
2021-02,40  -  44,M,CHINESE,34
2021-02,40  -  44,F,INDIANS,2
2021-02,40  -  44,M,INDIANS,11
2021-02,40  -  44,F,MALAYS,8
2021-02,40  -  44,M,MALAYS,6
2021-02,40  -  44,F,OTHERS,8
2021-02,40  -  44,M,OTHERS,9
2021-02,45  -  49,F,CHINESE,2
2021-02,45  -  49,M,INDIANS,1
2021-02,45  -  49,M,MALAYS,1
2021-03,15  -  19,F,CHINESE,3
2021-03,15  -  19,M,CHINESE,3
2021-03,15  -  19,M,INDIANS,1
2021-03,15  -  19,F,MALAYS,4
2021-03,15  -  19,M,MALAYS,9
2021-03,20  -  24,F,CHINESE,18
2021-03,20  -  24,M,CHINESE,10
2021-03,20  -  24,F,INDIANS,9
2021-03,20  -  24,M,INDIANS,8
2021-03,20  -  24,F,MALAYS,25
2021-03,20  -  24,M,MALAYS,38
2021-03,20  -  24,M,OTHERS,4
2021-03,25  -  29,F,CHINESE,137
2021-03,25  -  29,M,CHINESE,158
2021-03,25  -  29,F,INDIANS,48
2021-03,25  -  29,M,INDIANS,40
2021-03,25  -  29,F,MALAYS,111
2021-03,25  -  29,M,MALAYS,132
2021-03,25  -  29,F,OTHERS,26
2021-03,25  -  29,M,OTHERS,37
2021-03,30  -  34,F,CHINESE,435
2021-03,30  -  34,M,CHINESE,477
2021-03,30  -  34,F,INDIANS,75
2021-03,30  -  34,M,INDIANS,84
2021-03,30  -  34,F,MALAYS,120
2021-03,30  -  34,M,MALAYS,147
2021-03,30  -  34,F,OTHERS,68
2021-03,30  -  34,M,OTHERS,94
2021-03,35  -  39,F,CHINESE,260
2021-03,35  -  39,M,CHINESE,256
2021-03,35  -  39,F,INDIANS,52
2021-03,35  -  39,M,INDIANS,36
2021-03,35  -  39,F,MALAYS,55
2021-03,35  -  39,M,MALAYS,58
2021-03,35  -  39,F,OTHERS,77
2021-03,35  -  39,M,OTHERS,61
2021-03,40  -  44,F,CHINESE,44
2021-03,40  -  44,M,CHINESE,42
2021-03,40  -  44,F,INDIANS,4
2021-03,40  -  44,M,INDIANS,4
2021-03,40  -  44,F,MALAYS,10
2021-03,40  -  44,M,MALAYS,9
2021-03,40  -  44,F,OTHERS,18
2021-03,40  -  44,M,OTHERS,13
2021-03,45  -  49,F,CHINESE,3
2021-03,45  -  49,M,CHINESE,3
2021-03,45  -  49,F,MALAYS,1
2021-03,45  -  49,F,OTHERS,2
2021-04,15  -  19,F,CHINESE,3
2021-04,15  -  19,M,CHINESE,3
2021-04,15  -  19,F,MALAYS,6
2021-04,15  -  19,M,MALAYS,7
2021-04,20  -  24,F,CHINESE,23
2021-04,20  -  24,M,CHINESE,17
2021-04,20  -  24,F,INDIANS,5
2021-04,20  -  24,M,INDIANS,10
2021-04,20  -  24,F,MALAYS,23
2021-04,20  -  24,M,MALAYS,32
2021-04,20  -  24,F,OTHERS,1
2021-04,20  -  24,M,OTHERS,4
2021-04,25  -  29,F,CHINESE,136
2021-04,25  -  29,M,CHINESE,139
2021-04,25  -  29,F,INDIANS,36
2021-04,25  -  29,M,INDIANS,36
2021-04,25  -  29,F,MALAYS,101
2021-04,25  -  29,M,MALAYS,123
2021-04,25  -  29,F,OTHERS,30
2021-04,25  -  29,M,OTHERS,25
2021-04,30  -  34,F,CHINESE,440
2021-04,30  -  34,M,CHINESE,422
2021-04,30  -  34,F,INDIANS,78
2021-04,30  -  34,M,INDIANS,78
2021-04,30  -  34,F,MALAYS,109
2021-04,30  -  34,M,MALAYS,110
2021-04,30  -  34,F,OTHERS,68
2021-04,30  -  34,M,OTHERS,91
2021-04,35  -  39,F,CHINESE,238
2021-04,35  -  39,M,CHINESE,258
2021-04,35  -  39,F,INDIANS,30
2021-04,35  -  39,M,INDIANS,36
2021-04,35  -  39,F,MALAYS,49
2021-04,35  -  39,M,MALAYS,51
2021-04,35  -  39,F,OTHERS,65
2021-04,35  -  39,M,OTHERS,73
2021-04,40  -  44,F,CHINESE,39
2021-04,40  -  44,M,CHINESE,57
2021-04,40  -  44,F,INDIANS,8
2021-04,40  -  44,M,INDIANS,5
2021-04,40  -  44,F,MALAYS,11
2021-04,40  -  44,M,MALAYS,4
2021-04,40  -  44,F,OTHERS,14
2021-04,40  -  44,M,OTHERS,8
2021-04,45  -  49,F,OTHERS,2
2021-04,Under 15,M,MALAYS,1
2021-05,15  -  19,F,CHINESE,3
2021-05,15  -  19,M,CHINESE,1
2021-05,15  -  19,F,INDIANS,2
2021-05,15  -  19,M,INDIANS,1
2021-05,15  -  19,F,MALAYS,3
2021-05,15  -  19,M,MALAYS,4
2021-05,20  -  24,F,CHINESE,15
2021-05,20  -  24,M,CHINESE,17
2021-05,20  -  24,F,INDIANS,11
2021-05,20  -  24,M,INDIANS,6
2021-05,20  -  24,F,MALAYS,32
2021-05,20  -  24,M,MALAYS,35
2021-05,20  -  24,F,OTHERS,3
2021-05,20  -  24,M,OTHERS,8
2021-05,25  -  29,F,CHINESE,158
2021-05,25  -  29,M,CHINESE,140
2021-05,25  -  29,F,INDIANS,36
2021-05,25  -  29,M,INDIANS,39
2021-05,25  -  29,F,MALAYS,107
2021-05,25  -  29,M,MALAYS,97
2021-05,25  -  29,F,OTHERS,37
2021-05,25  -  29,M,OTHERS,32
2021-05,30  -  34,F,CHINESE,417
2021-05,30  -  34,M,CHINESE,413
2021-05,30  -  34,F,INDIANS,77
2021-05,30  -  34,M,INDIANS,89
2021-05,30  -  34,F,MALAYS,106
2021-05,30  -  34,M,MALAYS,121
2021-05,30  -  34,F,OTHERS,71
2021-05,30  -  34,M,OTHERS,91
2021-05,35  -  39,F,CHINESE,243
2021-05,35  -  39,M,CHINESE,274
2021-05,35  -  39,F,INDIANS,42
2021-05,35  -  39,M,INDIANS,44
2021-05,35  -  39,F,MALAYS,47
2021-05,35  -  39,M,MALAYS,71
2021-05,35  -  39,F,OTHERS,83
2021-05,35  -  39,M,OTHERS,68
2021-05,40  -  44,F,CHINESE,49
2021-05,40  -  44,M,CHINESE,57
2021-05,40  -  44,F,INDIANS,8
2021-05,40  -  44,M,INDIANS,8
2021-05,40  -  44,F,MALAYS,11
2021-05,40  -  44,M,MALAYS,9
2021-05,40  -  44,F,OTHERS,11
2021-05,40  -  44,M,OTHERS,12
2021-05,45  -  49,F,CHINESE,1
2021-05,45  -  49,F,INDIANS,1
2021-05,45  -  49,M,INDIANS,2
2021-05,Under 15,F,MALAYS,1
2021-06,15  -  19,F,CHINESE,4
2021-06,15  -  19,M,CHINESE,3
2021-06,15  -  19,F,INDIANS,2
2021-06,15  -  19,F,MALAYS,5
2021-06,15  -  19,M,MALAYS,4
2021-06,15  -  19,F,OTHERS,1
2021-06,20  -  24,F,CHINESE,17
2021-06,20  -  24,M,CHINESE,16
2021-06,20  -  24,F,INDIANS,7
2021-06,20  -  24,M,INDIANS,6
2021-06,20  -  24,F,MALAYS,16
2021-06,20  -  24,M,MALAYS,29
2021-06,20  -  24,F,OTHERS,7
2021-06,20  -  24,M,OTHERS,4
2021-06,25  -  29,F,CHINESE,150
2021-06,25  -  29,M,CHINESE,139
2021-06,25  -  29,F,INDIANS,39
2021-06,25  -  29,M,INDIANS,36
2021-06,25  -  29,F,MALAYS,118
2021-06,25  -  29,M,MALAYS,96
2021-06,25  -  29,F,OTHERS,25
2021-06,25  -  29,M,OTHERS,28
2021-06,30  -  34,F,CHINESE,398
2021-06,30  -  34,M,CHINESE,423
2021-06,30  -  34,F,INDIANS,71
2021-06,30  -  34,M,INDIANS,91
2021-06,30  -  34,F,MALAYS,114
2021-06,30  -  34,M,MALAYS,139
2021-06,30  -  34,F,OTHERS,67
2021-06,30  -  34,M,OTHERS,88
2021-06,35  -  39,F,CHINESE,241
2021-06,35  -  39,M,CHINESE,286
2021-06,35  -  39,F,INDIANS,37
2021-06,35  -  39,M,INDIANS,45
2021-06,35  -  39,F,MALAYS,57
2021-06,35  -  39,M,MALAYS,55
2021-06,35  -  39,F,OTHERS,48
2021-06,35  -  39,M,OTHERS,64
2021-06,40  -  44,F,CHINESE,48
2021-06,40  -  44,M,CHINESE,58
2021-06,40  -  44,F,INDIANS,4
2021-06,40  -  44,M,INDIANS,7
2021-06,40  -  44,F,MALAYS,8
2021-06,40  -  44,M,MALAYS,8
2021-06,40  -  44,F,OTHERS,12
2021-06,40  -  44,M,OTHERS,13
2021-06,45  -  49,F,CHINESE,2
2021-06,45  -  49,F,OTHERS,1
2021-06,Under 15,F,MALAYS,1
2021-07,15  -  19,M,CHINESE,1
2021-07,15  -  19,F,INDIANS,1
2021-07,15  -  19,F,MALAYS,5
2021-07,15  -  19,M,MALAYS,7
2021-07,20  -  24,F,CHINESE,16
2021-07,20  -  24,M,CHINESE,25
2021-07,20  -  24,F,INDIANS,6
2021-07,20  -  24,M,INDIANS,6
2021-07,20  -  24,F,MALAYS,27
2021-07,20  -  24,M,MALAYS,33
2021-07,20  -  24,F,OTHERS,3
2021-07,20  -  24,M,OTHERS,4
2021-07,25  -  29,F,CHINESE,158
2021-07,25  -  29,M,CHINESE,174
2021-07,25  -  29,F,INDIANS,35
2021-07,25  -  29,M,INDIANS,30
2021-07,25  -  29,F,MALAYS,118
2021-07,25  -  29,M,MALAYS,131
2021-07,25  -  29,F,OTHERS,24
2021-07,25  -  29,M,OTHERS,30
2021-07,30  -  34,F,CHINESE,453
2021-07,30  -  34,M,CHINESE,510
2021-07,30  -  34,F,INDIANS,86
2021-07,30  -  34,M,INDIANS,100
2021-07,30  -  34,F,MALAYS,116
2021-07,30  -  34,M,MALAYS,121
2021-07,30  -  34,F,OTHERS,76
2021-07,30  -  34,M,OTHERS,71
2021-07,35  -  39,F,CHINESE,251
2021-07,35  -  39,M,CHINESE,255
2021-07,35  -  39,F,INDIANS,47
2021-07,35  -  39,M,INDIANS,56
2021-07,35  -  39,F,MALAYS,61
2021-07,35  -  39,M,MALAYS,59
2021-07,35  -  39,F,OTHERS,59
2021-07,35  -  39,M,OTHERS,74
2021-07,40  -  44,F,CHINESE,51
2021-07,40  -  44,M,CHINESE,49
2021-07,40  -  44,F,INDIANS,10
2021-07,40  -  44,M,INDIANS,6
2021-07,40  -  44,F,MALAYS,7
2021-07,40  -  44,M,MALAYS,11
2021-07,40  -  44,F,OTHERS,14
2021-07,40  -  44,M,OTHERS,19
2021-07,45  -  49,F,CHINESE,2
2021-07,45  -  49,M,CHINESE,1
2021-07,45  -  49,F,INDIANS,1
2021-07,45  -  49,M,MALAYS,1
2021-07,45  -  49,M,OTHERS,1
2021-07,50  -  54,F,CHINESE,1
2021-08,15  -  19,F,CHINESE,2
2021-08,15  -  19,M,CHINESE,2
2021-08,15  -  19,F,INDIANS,2
2021-08,15  -  19,M,INDIANS,2
2021-08,15  -  19,F,MALAYS,6
2021-08,15  -  19,M,MALAYS,13
2021-08,20  -  24,F,CHINESE,18
2021-08,20  -  24,M,CHINESE,14
2021-08,20  -  24,F,INDIANS,9
2021-08,20  -  24,M,INDIANS,9
2021-08,20  -  24,F,MALAYS,37
2021-08,20  -  24,M,MALAYS,27
2021-08,20  -  24,F,OTHERS,6
2021-08,20  -  24,M,OTHERS,4
2021-08,25  -  29,F,CHINESE,179
2021-08,25  -  29,M,CHINESE,158
2021-08,25  -  29,F,INDIANS,43
2021-08,25  -  29,M,INDIANS,53
2021-08,25  -  29,F,MALAYS,122
2021-08,25  -  29,M,MALAYS,118
2021-08,25  -  29,F,OTHERS,22
2021-08,25  -  29,M,OTHERS,20
2021-08,30  -  34,F,CHINESE,417
2021-08,30  -  34,M,CHINESE,471
2021-08,30  -  34,F,INDIANS,94
2021-08,30  -  34,M,INDIANS,93
2021-08,30  -  34,F,MALAYS,117
2021-08,30  -  34,M,MALAYS,121
2021-08,30  -  34,F,OTHERS,69
2021-08,30  -  34,M,OTHERS,84
2021-08,35  -  39,F,CHINESE,248
2021-08,35  -  39,M,CHINESE,266
2021-08,35  -  39,F,INDIANS,43
2021-08,35  -  39,M,INDIANS,45
2021-08,35  -  39,F,MALAYS,65
2021-08,35  -  39,M,MALAYS,42
2021-08,35  -  39,F,OTHERS,69
2021-08,35  -  39,M,OTHERS,65
2021-08,40  -  44,F,CHINESE,46
2021-08,40  -  44,M,CHINESE,51
2021-08,40  -  44,F,INDIANS,4
2021-08,40  -  44,M,INDIANS,8
2021-08,40  -  44,F,MALAYS,8
2021-08,40  -  44,M,MALAYS,19
2021-08,40  -  44,F,OTHERS,9
2021-08,40  -  44,M,OTHERS,18
2021-08,45  -  49,F,CHINESE,2
2021-08,45  -  49,M,CHINESE,1
2021-08,45  -  49,F,INDIANS,1
2021-08,45  -  49,M,INDIANS,1
2021-08,45  -  49,M,OTHERS,1
2021-09,15  -  19,F,CHINESE,6
2021-09,15  -  19,M,CHINESE,2
2021-09,15  -  19,F,INDIANS,1
2021-09,15  -  19,F,MALAYS,3
2021-09,15  -  19,M,MALAYS,3
2021-09,15  -  19,M,OTHERS,1
2021-09,20  -  24,F,CHINESE,22
2021-09,20  -  24,M,CHINESE,25
2021-09,20  -  24,F,INDIANS,9
2021-09,20  -  24,M,INDIANS,8
2021-09,20  -  24,F,MALAYS,20
2021-09,20  -  24,M,MALAYS,37
2021-09,20  -  24,F,OTHERS,6
2021-09,20  -  24,M,OTHERS,4
2021-09,25  -  29,F,CHINESE,170
2021-09,25  -  29,M,CHINESE,172
2021-09,25  -  29,F,INDIANS,35
2021-09,25  -  29,M,INDIANS,39
2021-09,25  -  29,F,MALAYS,124
2021-09,25  -  29,M,MALAYS,145
2021-09,25  -  29,F,OTHERS,27
2021-09,25  -  29,M,OTHERS,31
2021-09,30  -  34,F,CHINESE,458
2021-09,30  -  34,M,CHINESE,490
2021-09,30  -  34,F,INDIANS,81
2021-09,30  -  34,M,INDIANS,88
2021-09,30  -  34,F,MALAYS,114
2021-09,30  -  34,M,MALAYS,113
2021-09,30  -  34,F,OTHERS,62
2021-09,30  -  34,M,OTHERS,87
2021-09,35  -  39,F,CHINESE,268
2021-09,35  -  39,M,CHINESE,260
2021-09,35  -  39,F,INDIANS,41
2021-09,35  -  39,M,INDIANS,45
2021-09,35  -  39,F,MALAYS,45
2021-09,35  -  39,M,MALAYS,57
2021-09,35  -  39,F,OTHERS,55
2021-09,35  -  39,M,OTHERS,62
2021-09,40  -  44,F,CHINESE,46
2021-09,40  -  44,M,CHINESE,55
2021-09,40  -  44,F,INDIANS,4
2021-09,40  -  44,M,INDIANS,4
2021-09,40  -  44,F,MALAYS,11
2021-09,40  -  44,M,MALAYS,14
2021-09,40  -  44,F,OTHERS,16
2021-09,40  -  44,M,OTHERS,6
2021-09,45  -  49,F,CHINESE,4
2021-09,45  -  49,M,CHINESE,2
2021-09,45  -  49,M,OTHERS,2
2021-09,Under 15,F,MALAYS,1
2021-10,15  -  19,F,CHINESE,2
2021-10,15  -  19,M,CHINESE,2
2021-10,15  -  19,M,INDIANS,1
2021-10,15  -  19,F,MALAYS,1
2021-10,15  -  19,M,MALAYS,5
2021-10,20  -  24,F,CHINESE,13
2021-10,20  -  24,M,CHINESE,21
2021-10,20  -  24,F,INDIANS,6
2021-10,20  -  24,M,INDIANS,7
2021-10,20  -  24,F,MALAYS,33
2021-10,20  -  24,M,MALAYS,35
2021-10,20  -  24,F,OTHERS,6
2021-10,20  -  24,M,OTHERS,4
2021-10,25  -  29,F,CHINESE,147
2021-10,25  -  29,M,CHINESE,175
2021-10,25  -  29,F,INDIANS,36
2021-10,25  -  29,M,INDIANS,40
2021-10,25  -  29,F,MALAYS,130
2021-10,25  -  29,M,MALAYS,134
2021-10,25  -  29,F,OTHERS,26
2021-10,25  -  29,M,OTHERS,38
2021-10,30  -  34,F,CHINESE,454
2021-10,30  -  34,M,CHINESE,457
2021-10,30  -  34,F,INDIANS,97
2021-10,30  -  34,M,INDIANS,86
2021-10,30  -  34,F,MALAYS,141
2021-10,30  -  34,M,MALAYS,125
2021-10,30  -  34,F,OTHERS,57
2021-10,30  -  34,M,OTHERS,74
2021-10,35  -  39,F,CHINESE,242
2021-10,35  -  39,M,CHINESE,317
2021-10,35  -  39,F,INDIANS,45
2021-10,35  -  39,M,INDIANS,52
2021-10,35  -  39,F,MALAYS,52
2021-10,35  -  39,M,MALAYS,51
2021-10,35  -  39,F,OTHERS,72
2021-10,35  -  39,M,OTHERS,63
2021-10,40  -  44,F,CHINESE,50
2021-10,40  -  44,M,CHINESE,53
2021-10,40  -  44,F,INDIANS,7
2021-10,40  -  44,M,INDIANS,5
2021-10,40  -  44,F,MALAYS,19
2021-10,40  -  44,M,MALAYS,10
2021-10,40  -  44,F,OTHERS,17
2021-10,40  -  44,M,OTHERS,13
2021-10,45  -  49,F,CHINESE,2
2021-10,45  -  49,M,CHINESE,3
2021-10,45  -  49,F,INDIANS,1
2021-10,Under 15,M,MALAYS,1
2021-11,15  -  19,F,CHINESE,1
2021-11,15  -  19,M,CHINESE,1
2021-11,15  -  19,F,INDIANS,1
2021-11,15  -  19,M,INDIANS,1
2021-11,15  -  19,F,MALAYS,9
2021-11,15  -  19,M,MALAYS,8
2021-11,15  -  19,F,OTHERS,1
2021-11,20  -  24,F,CHINESE,16
2021-11,20  -  24,M,CHINESE,33
2021-11,20  -  24,F,INDIANS,11
2021-11,20  -  24,M,INDIANS,5
2021-11,20  -  24,F,MALAYS,28
2021-11,20  -  24,M,MALAYS,39
2021-11,20  -  24,F,OTHERS,4
2021-11,25  -  29,F,CHINESE,192
2021-11,25  -  29,M,CHINESE,171
2021-11,25  -  29,F,INDIANS,35
2021-11,25  -  29,M,INDIANS,42
2021-11,25  -  29,F,MALAYS,121
2021-11,25  -  29,M,MALAYS,141
2021-11,25  -  29,F,OTHERS,29
2021-11,25  -  29,M,OTHERS,30
2021-11,30  -  34,F,CHINESE,455
2021-11,30  -  34,M,CHINESE,463
2021-11,30  -  34,F,INDIANS,81
2021-11,30  -  34,M,INDIANS,80
2021-11,30  -  34,F,MALAYS,100
2021-11,30  -  34,M,MALAYS,133
2021-11,30  -  34,F,OTHERS,71
2021-11,30  -  34,M,OTHERS,72
2021-11,35  -  39,F,CHINESE,273
2021-11,35  -  39,M,CHINESE,278
2021-11,35  -  39,F,INDIANS,65
2021-11,35  -  39,M,INDIANS,64
2021-11,35  -  39,F,MALAYS,49
2021-11,35  -  39,M,MALAYS,68
2021-11,35  -  39,F,OTHERS,57
2021-11,35  -  39,M,OTHERS,69
2021-11,40  -  44,F,CHINESE,52
2021-11,40  -  44,M,CHINESE,43
2021-11,40  -  44,F,INDIANS,6
2021-11,40  -  44,M,INDIANS,2
2021-11,40  -  44,F,MALAYS,4
2021-11,40  -  44,M,MALAYS,14
2021-11,40  -  44,F,OTHERS,17
2021-11,40  -  44,M,OTHERS,12
2021-11,45  -  49,F,CHINESE,3
2021-11,45  -  49,M,CHINESE,3
2021-11,45  -  49,M,INDIANS,1
2021-11,Under 15,F,MALAYS,1
2021-12,15  -  19,F,CHINESE,4
2021-12,15  -  19,M,CHINESE,3
2021-12,15  -  19,F,INDIANS,2
2021-12,15  -  19,F,MALAYS,4
2021-12,15  -  19,M,MALAYS,5
2021-12,20  -  24,F,CHINESE,13
2021-12,20  -  24,M,CHINESE,28
2021-12,20  -  24,F,INDIANS,8
2021-12,20  -  24,M,INDIANS,8
2021-12,20  -  24,F,MALAYS,30
2021-12,20  -  24,M,MALAYS,36
2021-12,20  -  24,F,OTHERS,5
2021-12,20  -  24,M,OTHERS,4
2021-12,25  -  29,F,CHINESE,163
2021-12,25  -  29,M,CHINESE,148
2021-12,25  -  29,F,INDIANS,38
2021-12,25  -  29,M,INDIANS,37
2021-12,25  -  29,F,MALAYS,123
2021-12,25  -  29,M,MALAYS,145
2021-12,25  -  29,F,OTHERS,24
2021-12,25  -  29,M,OTHERS,29
2021-12,30  -  34,F,CHINESE,453
2021-12,30  -  34,M,CHINESE,431
2021-12,30  -  34,F,INDIANS,68
2021-12,30  -  34,M,INDIANS,95
2021-12,30  -  34,F,MALAYS,115
2021-12,30  -  34,M,MALAYS,135
2021-12,30  -  34,F,OTHERS,79
2021-12,30  -  34,M,OTHERS,70
2021-12,35  -  39,F,CHINESE,242
2021-12,35  -  39,M,CHINESE,263
2021-12,35  -  39,F,INDIANS,48
2021-12,35  -  39,M,INDIANS,34
2021-12,35  -  39,F,MALAYS,53
2021-12,35  -  39,M,MALAYS,44
2021-12,35  -  39,F,OTHERS,55
2021-12,35  -  39,M,OTHERS,61
2021-12,40  -  44,F,CHINESE,47
2021-12,40  -  44,M,CHINESE,41
2021-12,40  -  44,F,INDIANS,5
2021-12,40  -  44,M,INDIANS,4
2021-12,40  -  44,F,MALAYS,15
2021-12,40  -  44,M,MALAYS,13
2021-12,40  -  44,F,OTHERS,9
2021-12,40  -  44,M,OTHERS,13
2021-12,45  -  49,F,CHINESE,1
2021-12,45  -  49,M,CHINESE,1
2021-12,45  -  49,F,OTHERS,1
2021-12,45  -  49,M,OTHERS,2
2022-01,15  -  19,F,CHINESE,2
2022-01,15  -  19,F,MALAYS,10
2022-01,15  -  19,M,MALAYS,8
2022-01,20  -  24,F,CHINESE,21
2022-01,20  -  24,M,CHINESE,11
2022-01,20  -  24,F,INDIANS,7
2022-01,20  -  24,M,INDIANS,13
2022-01,20  -  24,F,MALAYS,28
2022-01,20  -  24,M,MALAYS,30
2022-01,20  -  24,F,OTHERS,3
2022-01,20  -  24,M,OTHERS,3
2022-01,25  -  29,F,CHINESE,145
2022-01,25  -  29,M,CHINESE,144
2022-01,25  -  29,F,INDIANS,32
2022-01,25  -  29,M,INDIANS,36
2022-01,25  -  29,F,MALAYS,121
2022-01,25  -  29,M,MALAYS,111
2022-01,25  -  29,F,OTHERS,12
2022-01,25  -  29,M,OTHERS,33
2022-01,30  -  34,F,CHINESE,426
2022-01,30  -  34,M,CHINESE,468
2022-01,30  -  34,F,INDIANS,82
2022-01,30  -  34,M,INDIANS,73
2022-01,30  -  34,F,MALAYS,115
2022-01,30  -  34,M,MALAYS,129
2022-01,30  -  34,F,OTHERS,70
2022-01,30  -  34,M,OTHERS,57
2022-01,35  -  39,F,CHINESE,238
2022-01,35  -  39,M,CHINESE,248
2022-01,35  -  39,F,INDIANS,40
2022-01,35  -  39,M,INDIANS,37
2022-01,35  -  39,F,MALAYS,60
2022-01,35  -  39,M,MALAYS,62
2022-01,35  -  39,F,OTHERS,47
2022-01,35  -  39,M,OTHERS,55
2022-01,40  -  44,F,CHINESE,41
2022-01,40  -  44,M,CHINESE,46
2022-01,40  -  44,F,INDIANS,5
2022-01,40  -  44,M,INDIANS,3
2022-01,40  -  44,F,MALAYS,10
2022-01,40  -  44,M,MALAYS,5
2022-01,40  -  44,F,OTHERS,13
2022-01,40  -  44,M,OTHERS,16
2022-01,45  -  49,F,CHINESE,1
2022-01,45  -  49,M,CHINESE,2
2022-01,45  -  49,M,MALAYS,1
2022-01,45  -  49,M,OTHERS,1
2022-01,50  -  54,F,INDIANS,1
2022-02,15  -  19,F,CHINESE,4
2022-02,15  -  19,M,CHINESE,2
2022-02,15  -  19,F,MALAYS,7
2022-02,15  -  19,M,MALAYS,9
2022-02,15  -  19,M,OTHERS,1
2022-02,20  -  24,F,CHINESE,11
2022-02,20  -  24,M,CHINESE,9
2022-02,20  -  24,F,INDIANS,3
2022-02,20  -  24,M,INDIANS,7
2022-02,20  -  24,F,MALAYS,23
2022-02,20  -  24,M,MALAYS,25
2022-02,20  -  24,M,OTHERS,5
2022-02,25  -  29,F,CHINESE,133
2022-02,25  -  29,M,CHINESE,134
2022-02,25  -  29,F,INDIANS,32
2022-02,25  -  29,M,INDIANS,24
2022-02,25  -  29,F,MALAYS,101
2022-02,25  -  29,M,MALAYS,118
2022-02,25  -  29,F,OTHERS,20
2022-02,25  -  29,M,OTHERS,18
2022-02,30  -  34,F,CHINESE,371
2022-02,30  -  34,M,CHINESE,424
2022-02,30  -  34,F,INDIANS,73
2022-02,30  -  34,M,INDIANS,76
2022-02,30  -  34,F,MALAYS,116
2022-02,30  -  34,M,MALAYS,122
2022-02,30  -  34,F,OTHERS,74
2022-02,30  -  34,M,OTHERS,67
2022-02,35  -  39,F,CHINESE,223
2022-02,35  -  39,M,CHINESE,222
2022-02,35  -  39,F,INDIANS,30
2022-02,35  -  39,M,INDIANS,39
2022-02,35  -  39,F,MALAYS,57
2022-02,35  -  39,M,MALAYS,49
2022-02,35  -  39,F,OTHERS,51
2022-02,35  -  39,M,OTHERS,43
2022-02,40  -  44,F,CHINESE,33
2022-02,40  -  44,M,CHINESE,32
2022-02,40  -  44,F,INDIANS,2
2022-02,40  -  44,M,INDIANS,7
2022-02,40  -  44,F,MALAYS,12
2022-02,40  -  44,M,MALAYS,13
2022-02,40  -  44,F,OTHERS,10
2022-02,40  -  44,M,OTHERS,9
2022-02,45  -  49,F,CHINESE,3
2022-02,45  -  49,M,MALAYS,2
2022-02,45  -  49,M,OTHERS,2
2022-03,15  -  19,F,CHINESE,1
2022-03,15  -  19,M,CHINESE,1
2022-03,15  -  19,M,INDIANS,1
2022-03,15  -  19,F,MALAYS,6
2022-03,15  -  19,M,MALAYS,6
2022-03,15  -  19,M,OTHERS,1
2022-03,20  -  24,F,CHINESE,23
2022-03,20  -  24,M,CHINESE,14
2022-03,20  -  24,F,INDIANS,6
2022-03,20  -  24,M,INDIANS,8
2022-03,20  -  24,F,MALAYS,33
2022-03,20  -  24,M,MALAYS,32
2022-03,20  -  24,F,OTHERS,5
2022-03,20  -  24,M,OTHERS,2
2022-03,25  -  29,F,CHINESE,133
2022-03,25  -  29,M,CHINESE,161
2022-03,25  -  29,F,INDIANS,40
2022-03,25  -  29,M,INDIANS,37
2022-03,25  -  29,F,MALAYS,125
2022-03,25  -  29,M,MALAYS,127
2022-03,25  -  29,F,OTHERS,15
2022-03,25  -  29,M,OTHERS,22
2022-03,30  -  34,F,CHINESE,389
2022-03,30  -  34,M,CHINESE,397
2022-03,30  -  34,F,INDIANS,80
2022-03,30  -  34,M,INDIANS,75
2022-03,30  -  34,F,MALAYS,138
2022-03,30  -  34,M,MALAYS,128
2022-03,30  -  34,F,OTHERS,60
